fname,media_id,url,clarifai_labels,google_labels
702714490,0,0,28,92.84,99,1.06,25.77,14,42.86,82.14,0,0,0,0,0,0,7.14,0,0,0,14.29,0,0,0,0,0,0,39.29,0,0,3.57,3.57,0,0,0,0,0,0,14.29,0,14.29,0,10.71,7.14,0,0,3.57,17.86,17.86,3.57,0,0,0,3.57,0,7.14,3.57,3.57,0,7.14,28.57,0,0,3.57,0,0,0,0,0,0,0,0
702714492,3,1,43,94.84,99,2.6,95.29,21.5,27.91,81.4,2.33,0,2.33,0,0,0,0,0,0,2.33,0,6.98,4.65,0,0,0,0,23.26,2.33,0,2.33,9.3,2.33,2.33,0,0,0,0,13.95,2.33,0,6.98,34.88,30.23,2.33,2.33,4.65,2.33,0,0,2.33,0,0,0,0,6.98,0,6.98,0,0,6.98,9.3,0,0,0,0,0,0,0,0,0,0
702714493,0,0,30,88.98,50,1,1.03,15,63.33,50,3.33,0,0,0,0,3.33,3.33,0,0,0,0,3.33,0,3.33,0,0,3.33,3.33,0,0,0,0,3.33,0,3.33,0,0,0,3.33,3.33,0,0,0,0,0,0,0,3.33,0,0,3.33,0,0,0,0,6.67,0,6.67,0,23.33,6.67,0,3.33,0,0,0,0,0,0,0,0,0
702714495,0,0,37,92.84,97.06,1.65,99,18.5,32.43,59.46,0,0,0,0,0,0,5.41,5.41,0,2.7,0,8.11,8.11,0,0,0,0,18.92,0,0,8.11,0,2.7,0,0,0,2.7,0,8.11,5.41,0,2.7,21.62,13.51,0,8.11,0,2.7,2.7,0,0,0,0,2.7,0,8.11,2.7,2.7,2.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0
702714497,0,0,29,88.83,63.49,1,25.77,14.5,34.48,51.72,3.45,0,0,0,0,3.45,0,3.45,0,0,0,6.9,3.45,3.45,0,0,3.45,6.9,0,0,0,0,0,0,0,0,0,0,17.24,6.9,3.45,6.9,17.24,17.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,6.9,0,0,0,0,0,0,0,0,0,0,0
702714498,0,0,39,92.84,84.75,1,73.64,19.5,43.59,64.1,0,0,0,0,0,0,2.56,2.56,0,2.56,0,2.56,2.56,0,0,0,0,10.26,0,0,0,2.56,0,0,0,0,0,0,15.38,0,15.38,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,5.13,2.56,0,2.56,7.69,35.9,2.56,0,0,0,0,0,0,0,0,0,0
702714500,3,3,25,88.07,78.82,20.24,25.77,12.5,32,48,4,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,4,0,0,0,0,0,0,4,0,16,4,8,4,0,4,0,0,0,0,0,0,0,0,0,0,0
702714505,1,0,27,92.84,50,15.12,25.77,13.5,44.44,44.44,0,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.41,3.7,0,0,0,3.7,7.41,0,3.7,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,11.11,0,11.11,0,18.52,0,0,3.7,0,0,0,0,0,0,0,0,0
702714506,1,1,24,92.84,95.2,7.84,1,12,41.67,54.17,0,0,0,0,0,0,0,0,0,0,0,4.17,0,4.17,0,4.17,0,16.67,0,0,0,4.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,8.33,16.67,0,0,0,0,12.5,4.17,8.33,0,12.5,8.33,0,0,0,0,0,0,0,8.33,0,8.33,0
702714507,1,1,33,89.38,50,1,99,16.5,18.18,78.79,3.03,0,0,0,0,3.03,0,3.03,0,0,0,6.06,6.06,0,0,0,0,3.03,0,0,0,0,0,0,0,0,0,0,12.12,0,0,0,69.7,0,0,0,69.7,0,0,0,0,0,0,0,0,0,0,0,0,0,12.12,6.06,0,0,0,0,0,0,0,0,0,0
702714508,0,0,45,92.84,90.87,1,99,22.5,22.22,66.67,0,0,0,0,0,0,8.89,11.11,0,2.22,0,13.33,13.33,0,0,0,0,13.33,0,0,4.44,0,2.22,0,0,0,2.22,0,26.67,22.22,0,2.22,24.44,22.22,0,2.22,0,0,0,0,0,0,0,2.22,0,4.44,0,2.22,2.22,0,4.44,0,0,0,0,2.22,2.22,0,0,0,0,0
702714510,1,0,37,92.84,97.06,1,99,18.5,24.32,67.57,0,0,0,0,0,0,2.7,13.51,0,2.7,0,16.22,16.22,0,0,0,0,18.92,0,0,5.41,2.7,0,0,0,0,0,0,13.51,8.11,0,2.7,21.62,18.92,0,0,0,10.81,8.11,0,2.7,0,0,0,0,5.41,0,2.7,2.7,0,5.41,0,0,0,0,0,0,0,0,0,0,0
702714512,0,0,36,92.84,86.68,1,99,18,30.56,58.33,0,0,0,0,0,0,5.56,8.33,0,2.78,0,19.44,19.44,0,0,0,0,11.11,0,0,5.56,0,2.78,0,0,0,2.78,0,13.89,13.89,0,0,13.89,11.11,0,2.78,0,0,0,0,0,0,0,2.78,0,2.78,0,2.78,0,0,0,0,0,5.56,0,0,0,0,0,0,0,0
702714513,0,0,29,95.62,50,26.55,99,14.5,24.14,41.38,3.45,0,3.45,0,0,0,10.34,13.79,3.45,0,0,10.34,10.34,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,0,6.9,6.9,0,0,0,0,0,0,0,3.45,0,0,3.45,0,0,3.45,0,13.79,0,10.34,3.45,0,0,3.45,0,0,0,0,0,0,0,0,0,0
702714516,1,0,32,92.84,98.49,2.67,81.93,16,46.88,78.12,0,0,0,0,0,0,6.25,6.25,0,3.12,0,9.38,6.25,3.12,0,0,3.12,21.88,0,0,6.25,0,6.25,3.12,0,0,3.12,0,3.12,3.12,0,0,3.12,0,0,0,0,6.25,0,3.12,3.12,0,0,0,3.12,6.25,3.12,0,3.12,31.25,3.12,0,3.12,3.12,0,0,0,0,0,0,0,0
702714517,2,2,25,92.84,78.82,20.24,91.14,12.5,56,56,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,8,0,4,0,0,16,12,4,0,0,0,4,0,0,4,4,0,0,0,4,20,4,8,8,4,0,0,0,4,0,4,0,28,0,0,4,0,0,0,0,0,0,0,0,0
702714519,0,0,29,92.84,98.06,3.81,99,14.5,41.38,82.76,0,0,0,0,0,0,0,6.9,0,0,3.45,6.9,6.9,0,0,0,0,20.69,0,0,3.45,3.45,0,0,0,0,0,0,17.24,3.45,13.79,0,0,0,0,0,0,10.34,3.45,0,6.9,0,0,0,0,10.34,0,0,10.34,17.24,31.03,0,0,0,0,0,0,0,0,0,0,0
702714524,0,0,22,92.84,50,1,25.77,11,36.36,59.09,0,0,0,0,0,0,4.55,0,0,0,4.55,0,0,0,0,0,0,0,0,0,0,0,4.55,0,0,0,4.55,0,9.09,9.09,0,0,4.55,4.55,0,0,0,4.55,0,0,0,4.55,0,4.55,0,0,0,0,0,9.09,18.18,0,18.18,0,0,0,0,0,0,0,0,0
702714525,2,2,37,92.84,94.74,1,99,18.5,32.43,48.65,0,0,0,0,0,0,2.7,8.11,0,0,0,10.81,8.11,0,0,0,0,16.22,0,0,8.11,0,2.7,0,0,0,2.7,0,8.11,8.11,0,0,13.51,13.51,0,0,0,0,0,0,0,0,0,2.7,0,2.7,0,0,2.7,0,2.7,0,0,0,0,0,0,0,0,0,0,0
702714526,1,0,42,90.21,50,1,70.57,21,30.95,76.19,2.38,0,0,0,0,2.38,0,0,0,0,0,2.38,2.38,0,0,0,0,2.38,0,0,0,0,2.38,0,2.38,0,0,0,2.38,0,0,0,64.29,0,2.38,0,61.9,0,0,0,0,0,0,0,0,4.76,4.76,0,4.76,2.38,0,0,0,0,0,0,0,0,0,0,0,0
702714532,1,1,28,92.84,63.97,1.06,87.2,14,64.29,46.43,0,0,0,0,0,0,0,0,0,0,0,3.57,3.57,0,0,0,0,3.57,0,0,0,0,10.71,3.57,3.57,0,0,3.57,3.57,3.57,0,0,3.57,0,3.57,0,0,7.14,0,3.57,3.57,0,0,0,0,3.57,0,3.57,0,25,0,0,3.57,0,0,0,0,0,0,0,0,0
702714535,3,3,28,88.66,50,1.06,87.2,14,50,82.14,3.57,0,0,0,0,3.57,0,0,0,0,0,3.57,3.57,0,0,0,0,3.57,0,0,0,0,0,0,0,0,0,0,7.14,0,0,3.57,17.86,3.57,0,0,14.29,7.14,0,3.57,3.57,3.57,0,0,0,7.14,0,7.14,0,28.57,0,0,35.71,0,0,0,0,0,0,0,0,0
702714537,1,1,33,92.84,93.5,1,99,16.5,36.36,48.48,0,0,0,0,0,0,3.03,6.06,0,3.03,0,6.06,6.06,0,0,0,0,15.15,0,0,6.06,0,0,0,0,0,0,0,6.06,0,3.03,3.03,15.15,9.09,0,3.03,3.03,3.03,0,0,0,3.03,0,3.03,0,3.03,0,0,3.03,0,6.06,0,0,3.03,0,0,0,0,0,0,0,0
702714538,0,0,41,92.84,97.41,1,99,20.5,26.83,70.73,0,0,0,0,0,0,7.32,9.76,0,2.44,0,12.2,12.2,0,0,0,0,19.51,0,2.44,2.44,9.76,0,0,0,0,0,0,24.39,21.95,2.44,0,14.63,14.63,0,0,0,0,0,0,0,0,0,0,0,2.44,0,0,2.44,2.44,4.88,2.44,0,0,0,0,0,0,2.44,2.44,0,0
702714539,1,1,32,84.57,89.42,1,25.77,16,34.38,65.62,6.25,0,0,0,3.12,3.12,0,3.12,0,3.12,0,0,0,0,0,0,0,15.62,0,0,0,3.12,0,0,0,0,0,0,15.62,15.62,0,0,6.25,6.25,0,0,0,3.12,0,0,3.12,0,0,0,0,3.12,0,0,3.12,0,9.38,0,0,6.25,0,0,0,0,0,0,0,0
702714541,1,1,26,88.28,50,63.54,1,13,19.23,42.31,3.85,0,0,0,0,3.85,0,7.69,0,0,0,3.85,0,3.85,0,0,3.85,3.85,0,0,0,0,0,0,0,0,0,0,3.85,0,0,3.85,0,0,0,0,0,3.85,0,3.85,0,0,0,0,0,23.08,0,11.54,11.54,3.85,3.85,0,0,0,0,0,0,0,0,0,0,0
702714542,1,1,27,92.84,77.05,1.22,1,13.5,40.74,59.26,0,0,0,0,0,0,0,0,0,0,0,3.7,0,3.7,0,3.7,0,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.52,3.7,7.41,11.11,3.7,0,0,0,7.41,3.7,3.7,0,22.22,18.52,0,7.41,0,0,0,0,0,0,0,0,0
702714544,1,1,25,92.84,78.82,1,99,12.5,24,48,0,0,0,0,0,0,0,16,0,0,0,24,24,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,4,0,4,0,0,12,4,0,0,0,0,0,0,0,0,0,0
702714550,1,1,34,89.49,50,1,98.87,17,35.29,73.53,2.94,0,0,0,0,2.94,0,5.88,0,0,0,5.88,5.88,0,0,0,0,2.94,0,0,0,0,2.94,0,2.94,0,0,0,5.88,0,0,0,61.76,0,2.94,0,61.76,0,0,0,0,0,0,0,0,0,0,0,0,2.94,0,0,0,0,0,0,0,0,0,0,0,0
702714551,1,1,27,92.84,99,1.22,25.77,13.5,51.85,85.19,0,0,0,0,0,0,7.41,3.7,0,0,7.41,0,0,0,0,0,0,29.63,0,0,3.7,3.7,3.7,3.7,0,0,0,0,0,0,0,0,11.11,7.41,0,0,3.7,37.04,7.41,7.41,29.63,0,0,3.7,0,3.7,0,0,3.7,37.04,7.41,0,0,0,0,0,0,0,7.41,0,7.41,0
702714555,2,1,31,92.84,50,1,25.77,15.5,54.84,38.71,0,0,0,0,0,0,3.23,0,0,0,0,9.68,3.23,3.23,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,9.68,0,0,9.68,6.45,6.45,0,0,0,3.23,0,0,0,3.23,0,3.23,0,0,0,0,0,3.23,9.68,0,9.68,0,0,0,0,0,0,0,0,0
702714562,0,0,27,92.84,93.07,15.12,99,13.5,29.63,74.07,0,0,0,0,0,0,0,14.81,0,3.7,0,7.41,7.41,0,0,0,0,14.81,0,0,3.7,3.7,0,0,0,0,0,0,29.63,11.11,11.11,7.41,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,14.81,3.7,7.41,3.7,0,14.81,0,0,0,0,7.41,0,7.41,0,0,0,0
702714567,0,0,37,95.12,86.02,1,99,18.5,10.81,48.65,8.11,0,5.41,0,0,2.7,2.7,10.81,2.7,2.7,0,8.11,8.11,0,0,0,0,13.51,2.7,0,0,0,0,0,0,0,0,0,10.81,5.41,0,2.7,10.81,8.11,0,0,0,10.81,5.41,0,5.41,0,0,0,0,5.41,0,5.41,0,0,5.41,5.41,0,0,0,0,0,0,0,0,0,0
702714569,0,0,23,92.84,99,1,99,11.5,30.43,65.22,0,0,0,0,0,0,4.35,17.39,0,4.35,0,30.43,30.43,0,0,0,0,26.09,0,0,8.7,0,4.35,0,0,0,4.35,0,8.7,8.7,0,0,8.7,4.35,0,0,0,8.7,8.7,0,0,0,0,4.35,0,4.35,0,0,4.35,0,8.7,0,0,0,0,0,0,0,0,0,0,0
702714575,1,1,36,89.71,50,1,2.09,18,41.67,55.56,2.78,0,0,0,0,2.78,2.78,2.78,0,0,0,2.78,0,2.78,0,0,2.78,2.78,0,0,0,0,2.78,0,2.78,0,0,0,2.78,2.78,0,0,13.89,13.89,0,0,0,0,0,0,0,0,0,2.78,0,5.56,0,2.78,2.78,11.11,11.11,0,11.11,0,0,0,0,0,0,0,0,0
702714579,2,1,29,88.83,98.06,1,1,14.5,34.48,75.86,3.45,0,0,0,0,3.45,3.45,3.45,0,6.9,3.45,3.45,0,3.45,0,0,3.45,24.14,0,0,3.45,3.45,0,0,0,0,0,0,3.45,3.45,0,0,24.14,20.69,3.45,0,0,3.45,3.45,0,0,0,0,3.45,0,6.9,0,3.45,3.45,3.45,0,0,3.45,0,0,0,0,0,0,0,0,0
702714583,0,0,36,89.71,50,1.79,25.77,18,30.56,30.56,2.78,0,0,0,0,2.78,0,2.78,0,0,0,0,0,0,0,0,0,2.78,0,0,0,0,5.56,0,2.78,0,0,2.78,0,0,0,0,5.56,0,0,0,5.56,0,0,0,0,0,0,0,0,8.33,0,8.33,0,8.33,2.78,0,2.78,0,0,0,0,0,5.56,0,5.56,0
702714585,1,0,35,92.84,87.34,1.94,25.77,17.5,40,51.43,0,0,0,0,0,0,8.57,2.86,0,0,0,0,0,0,0,0,0,11.43,2.86,0,0,0,5.71,2.86,2.86,0,0,0,5.71,5.71,0,0,8.57,8.57,0,0,0,5.71,5.71,0,0,0,0,8.57,0,5.71,2.86,2.86,0,14.29,2.86,0,8.57,0,0,0,0,0,2.86,0,0,2.86
702714592,3,2,23,92.84,66.81,1,1,11.5,39.13,56.52,0,0,0,0,0,0,0,0,0,0,0,13.04,0,13.04,0,0,8.7,4.35,0,0,0,0,0,0,0,0,0,0,17.39,8.7,0,8.7,17.39,13.04,4.35,0,0,4.35,0,0,0,0,4.35,0,0,4.35,0,4.35,0,4.35,4.35,0,0,0,0,0,0,0,0,0,0,0
702714595,0,0,28,88.66,76.25,1,25.77,14,46.43,53.57,3.57,0,0,0,0,3.57,0,0,0,3.57,0,7.14,3.57,3.57,0,0,3.57,10.71,0,0,3.57,0,3.57,0,3.57,0,0,0,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.57,0,3.57,0,17.86,3.57,0,3.57,0,0,0,0,0,0,0,0,0
702714597,2,2,37,89.8,99,1.65,25.77,18.5,29.73,72.97,2.7,0,0,0,2.7,0,5.41,2.7,0,8.11,0,0,0,0,0,0,0,29.73,5.41,0,0,10.81,0,0,0,0,0,0,16.22,16.22,0,0,8.11,5.41,0,0,2.7,2.7,0,0,2.7,0,0,5.41,0,8.11,0,8.11,0,0,2.7,0,0,2.7,0,0,0,0,0,0,0,0
702714599,0,0,29,88.83,75.49,47.93,85.87,14.5,44.83,82.76,3.45,0,0,0,3.45,0,3.45,10.34,0,0,0,10.34,6.9,3.45,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.45,0,3.45,0,0,13.79,0,10.34,3.45,0,3.45,0,0,20.69,13.79,6.9,0,13.79,31.03,0,0,0,0,0,0,0,0,0,0,0
702714604,0,1,24,80.75,89.42,23.51,99,12,33.33,87.5,8.33,0,0,4.17,0,4.17,0,4.17,0,0,0,12.5,12.5,0,0,0,0,16.67,0,0,0,0,0,0,0,0,0,0,8.33,4.17,0,0,25,0,4.17,0,20.83,8.33,8.33,4.17,0,0,0,0,0,16.67,0,8.33,8.33,8.33,25,0,4.17,0,0,0,0,0,0,0,0,0
702714607,0,0,32,92.84,96.95,2.67,99,16,34.38,62.5,0,0,0,0,0,0,0,15.62,0,3.12,0,21.88,18.75,0,0,0,0,18.75,0,0,12.5,0,3.12,0,0,0,3.12,0,9.38,9.38,0,0,9.38,3.12,0,3.12,3.12,0,0,0,0,0,0,0,0,9.38,0,3.12,6.25,0,6.25,0,0,0,0,0,0,0,0,0,0,0
702714608,1,1,23,92.84,99,1,93.61,11.5,39.13,73.91,0,0,0,0,0,0,4.35,0,0,4.35,4.35,4.35,4.35,0,0,0,0,26.09,0,0,4.35,4.35,0,0,0,0,0,0,8.7,0,8.7,0,4.35,4.35,0,0,0,17.39,4.35,4.35,13.04,0,0,4.35,0,0,0,0,0,13.04,21.74,0,4.35,0,0,0,0,0,0,0,0,0
702714612,0,0,33,89.38,61.92,2.4,25.77,16.5,51.52,42.42,3.03,0,0,0,0,3.03,0,3.03,0,0,0,0,0,0,0,0,0,6.06,0,0,0,0,6.06,0,3.03,0,0,3.03,6.06,6.06,0,0,0,0,0,0,0,3.03,0,0,3.03,0,0,0,0,9.09,0,9.09,0,18.18,0,0,3.03,0,0,0,0,0,0,0,0,0
702714618,1,1,25,92.84,99,20.24,91.14,12.5,44,76,0,0,0,0,0,0,8,0,0,8,0,4,4,0,0,0,0,32,0,0,4,8,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,12,0,4,12,0,0,4,0,16,4,12,0,4,8,0,0,0,0,0,0,0,0,0,0,0
702714620,2,1,29,92.84,91.6,3.81,25.77,14.5,41.38,68.97,0,0,0,0,0,0,6.9,0,0,0,0,0,0,0,0,0,0,13.79,0,0,0,3.45,0,0,0,0,0,0,0,0,0,0,3.45,3.45,0,0,0,13.79,3.45,10.34,6.9,6.9,0,6.9,0,10.34,6.9,3.45,0,6.9,34.48,0,0,0,0,0,0,0,0,0,0,0
702714626,0,0,35,92.84,92.33,1,98.56,17.5,42.86,62.86,0,0,0,0,0,0,2.86,5.71,0,5.71,0,5.71,5.71,0,0,0,0,14.29,0,0,5.71,0,0,0,0,0,0,0,8.57,8.57,0,0,22.86,14.29,5.71,0,2.86,0,0,0,0,0,0,2.86,0,2.86,0,2.86,0,0,8.57,8.57,0,0,0,0,0,0,0,0,0,0
702714627,0,0,27,88.48,50,15.12,25.77,13.5,29.63,40.74,3.7,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,0,0,3.7,0,0,0,0,3.7,3.7,3.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.81,0,3.7,11.11,11.11,0,0,0,0,0,0,0,0,0,0,0,0
702714630,1,0,32,92.84,62.28,1,99,16,21.88,43.75,6.25,0,3.12,0,0,3.12,6.25,3.12,3.12,3.12,0,6.25,6.25,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,6.25,3.12,0,0,3.12,3.12,0,0,0,0,0,0,0,0,0,3.12,0,6.25,0,6.25,0,3.12,3.12,6.25,0,0,0,0,0,0,0,0,0,0
702714631,0,0,28,92.84,76.25,1,99,14,57.14,64.29,0,0,0,0,0,0,0,0,0,0,0,10.71,10.71,0,0,0,0,7.14,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,0,0,0,0,0,0,21.43,3.57,14.29,17.86,0,0,0,0,3.57,0,3.57,0,17.86,35.71,0,0,0,0,0,0,0,7.14,0,7.14,0
702714632,1,1,39,89.98,50,78.04,25.77,19.5,35.9,61.54,2.56,0,0,0,2.56,0,10.26,0,0,2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56,0,0,2.56,7.69,0,0,0,7.69,0,0,0,0,0,0,2.56,0,25.64,23.08,0,2.56,0,35.9,0,0,0,0,0,0,0,0,0,0,0
702714633,3,1,28,92.84,85.81,13.15,25.77,14,60.71,75,0,0,0,0,0,0,0,0,0,3.57,0,0,0,0,0,0,0,10.71,0,0,0,3.57,7.14,3.57,3.57,0,0,0,0,0,0,0,0,0,0,0,0,7.14,0,7.14,3.57,0,0,0,0,10.71,7.14,3.57,0,10.71,32.14,3.57,0,0,0,0,0,0,0,0,0,0
702714636,0,0,34,92.84,98.02,1,99,17,41.18,64.71,0,0,0,0,0,0,0,14.71,0,0,0,14.71,11.76,2.94,0,0,2.94,20.59,0,0,8.82,0,2.94,0,0,0,2.94,0,5.88,2.94,2.94,0,20.59,17.65,0,2.94,0,2.94,0,0,0,2.94,0,0,0,2.94,0,0,2.94,2.94,0,0,0,0,0,0,0,0,0,0,0,0
